Language,Total Records,File Name,Run Number,Instructions Executed,Heap Memory (B),Extra Heap Memory (B),Stack Memory (B)
c,1000,1000_rows.csv,10,249324,0,0,1680
c,1000,1000_rows.csv,10,272617,0,0,2000
c,1000,1000_rows.csv,10,293371,0,0,2000
c,1000,1000_rows.csv,10,313135,0,0,2000
c,1000,1000_rows.csv,10,340817,0,0,2000
c,1000,1000_rows.csv,10,363025,0,0,2000
c,1000,1000_rows.csv,10,378719,0,0,1680
c,1000,1000_rows.csv,10,394243,0,0,2000
c,1000,1000_rows.csv,10,419239,0,0,144
c,1000,1000_rows.csv,10,446899,3908,284,1328
c,1000,1000_rows.csv,10,466674,5712,408,1472
c,1000,1000_rows.csv,10,480082,21012,524,1488
c,1000,1000_rows.csv,10,500400,23538,1902,1424
c,1000,1000_rows.csv,10,513084,24993,2767,1456
c,1000,1000_rows.csv,10,542243,32418,4446,1472
c,1000,1000_rows.csv,10,565482,35005,5827,1344
c,1000,1000_rows.csv,10,584507,54881,6655,1120
c,1000,1000_rows.csv,10,613404,54881,6655,992
c,1000,1000_rows.csv,10,636966,57667,7413,1424
c,1000,1000_rows.csv,10,655337,57679,7425,1440
c,1000,1000_rows.csv,10,677149,57667,7413,1040
c,1000,1000_rows.csv,10,691893,57667,7413,1040
c,1000,1000_rows.csv,10,709288,57667,7413,1200
c,1000,1000_rows.csv,10,739065,57667,7413,1328
c,1000,1000_rows.csv,10,768702,57667,7413,992
c,1000,1000_rows.csv,10,783555,57679,7425,960
c,1000,1000_rows.csv,10,798550,57679,7425,1296
c,1000,1000_rows.csv,10,828187,57679,7425,960
c,1000,1000_rows.csv,10,848066,63495,7609,5088
c,1000,1000_rows.csv,10,865040,65593,7775,14320
c,1000,1000_rows.csv,10,879927,65376,7944,5472
c,1000,1000_rows.csv,10,902206,67734,8202,12144
c,1000,1000_rows.csv,10,917057,66227,8093,3232
c,1000,1000_rows.csv,10,933276,68485,8379,8000
c,1000,1000_rows.csv,10,946934,67455,8281,15312
c,1000,1000_rows.csv,10,961930,66692,8276,1728
c,1000,1000_rows.csv,10,991614,66922,8550,2000
c,1000,1000_rows.csv,10,1006516,67026,8542,1536
c,1000,1000_rows.csv,10,1042792,64351,7873,1456
c,1000,1000_rows.csv,10,1055180,67124,8572,1984
c,1000,1000_rows.csv,10,1067570,66901,8371,1264
c,10,10_rows.csv,1,0,0,0,0
c,10,10_rows.csv,1,19217,0,0,336
c,10,10_rows.csv,1,47846,0,0,1104
c,10,10_rows.csv,1,69360,0,0,2000
c,10,10_rows.csv,1,82221,0,0,1936
c,10,10_rows.csv,1,106486,0,0,1680
c,10,10_rows.csv,1,120890,0,0,1680
c,10,10_rows.csv,1,150618,0,0,1936
c,10,10_rows.csv,1,169315,0,0,1680
c,10,10_rows.csv,1,197166,0,0,2000
c,10,10_rows.csv,1,215842,0,0,2000
c,10,10_rows.csv,1,228229,0,0,1680
c,10,10_rows.csv,1,249324,0,0,1680
c,10,10_rows.csv,1,272617,0,0,2000
c,10,10_rows.csv,1,293371,0,0,2000
c,10,10_rows.csv,1,313135,0,0,2000
c,10,10_rows.csv,1,340817,0,0,2000
c,10,10_rows.csv,1,363025,0,0,2000
c,10,10_rows.csv,1,378719,0,0,1680
c,10,10_rows.csv,1,394243,0,0,2000
c,10,10_rows.csv,1,419239,0,0,144
c,10,10_rows.csv,1,446899,3908,284,1328
c,10,10_rows.csv,1,466674,5712,408,1472
c,10,10_rows.csv,1,480082,21012,524,1488
c,10,10_rows.csv,1,500400,23538,1902,1424
c,10,10_rows.csv,1,513084,24993,2767,1456
c,10,10_rows.csv,1,542243,32418,4446,1472
c,10,10_rows.csv,1,565482,35005,5827,1344
c,10,10_rows.csv,1,584507,54881,6655,1120
c,10,10_rows.csv,1,613404,54881,6655,992
c,10,10_rows.csv,1,636966,57667,7413,1424
c,10,10_rows.csv,1,655337,57679,7425,1440
c,10,10_rows.csv,1,677149,57667,7413,1040
c,10,10_rows.csv,1,691893,57667,7413,1040
c,10,10_rows.csv,1,709288,57667,7413,1200
c,10,10_rows.csv,1,724098,57667,7413,992
c,10,10_rows.csv,1,739065,57667,7413,1328
c,10,10_rows.csv,1,768702,57667,7413,992
c,10,10_rows.csv,1,783555,57679,7425,960
c,10,10_rows.csv,1,798550,57679,7425,1296
c,10,10_rows.csv,1,828187,57679,7425,960
c,10,10_rows.csv,1,847978,63491,7613,5088
c,10,10_rows.csv,1,864952,65589,7779,14320
c,10,10_rows.csv,1,879839,65372,7948,5472
c,10,10_rows.csv,1,902118,67730,8206,12144
c,10,10_rows.csv,1,925537,68397,8323,12112
c,10,10_rows.csv,1,947971,67451,8285,2800
c,10,10_rows.csv,1,962789,66467,8213,1392
c,10,10_rows.csv,1,984991,66918,8554,1616
c,10,10_rows.csv,1,1008078,67018,8550,1536
c,10,10_rows.csv,1,1042093,64343,7881,1456
c,10,10_rows.csv,1,1054481,67120,8576,1984
c,10,10_rows.csv,1,1066876,66897,8375,1264
c,10,10_rows.csv,2,0,0,0,0
c,10,10_rows.csv,2,19217,0,0,336
c,10,10_rows.csv,2,47846,0,0,1104
c,10,10_rows.csv,2,69360,0,0,2000
c,10,10_rows.csv,2,82221,0,0,1936
c,10,10_rows.csv,2,106486,0,0,1680
c,10,10_rows.csv,2,120890,0,0,1680
c,10,10_rows.csv,2,150618,0,0,1936
c,10,10_rows.csv,2,169315,0,0,1680
c,10,10_rows.csv,2,197166,0,0,2000
c,10,10_rows.csv,2,215842,0,0,2000
c,10,10_rows.csv,2,228229,0,0,1680
c,10,10_rows.csv,2,249324,0,0,1680
c,10,10_rows.csv,2,272617,0,0,2000
c,10,10_rows.csv,2,293371,0,0,2000
c,10,10_rows.csv,2,313135,0,0,2000
c,10,10_rows.csv,2,340817,0,0,2000
c,10,10_rows.csv,2,363025,0,0,2000
c,10,10_rows.csv,2,378719,0,0,1680
c,10,10_rows.csv,2,394243,0,0,2000
c,10,10_rows.csv,2,419239,0,0,144
c,10,10_rows.csv,2,446899,3908,284,1328
c,10,10_rows.csv,2,466674,5712,408,1472
c,10,10_rows.csv,2,480082,21012,524,1488
c,10,10_rows.csv,2,500400,23538,1902,1424
c,10,10_rows.csv,2,513084,24993,2767,1456
c,10,10_rows.csv,2,542243,32418,4446,1472
c,10,10_rows.csv,2,565482,35005,5827,1344
c,10,10_rows.csv,2,584507,54881,6655,1120
c,10,10_rows.csv,2,613404,54881,6655,992
c,10,10_rows.csv,2,636966,57667,7413,1424
c,10,10_rows.csv,2,655337,57679,7425,1440
c,10,10_rows.csv,2,677149,57667,7413,1040
c,10,10_rows.csv,2,691893,57667,7413,1040
c,10,10_rows.csv,2,709288,57667,7413,1200
c,10,10_rows.csv,2,739065,57667,7413,1328
c,10,10_rows.csv,2,768702,57667,7413,992
c,10,10_rows.csv,2,783555,57679,7425,960
c,10,10_rows.csv,2,798550,57679,7425,1296
c,10,10_rows.csv,2,828187,57679,7425,960
c,10,10_rows.csv,2,847978,63491,7613,5088
c,10,10_rows.csv,2,864952,65589,7779,14320
c,10,10_rows.csv,2,879839,65372,7948,5472
c,10,10_rows.csv,2,902118,67730,8206,12144
c,10,10_rows.csv,2,916969,66223,8097,3232
c,10,10_rows.csv,2,933188,68481,8383,8000
c,10,10_rows.csv,2,946846,67451,8285,15312
c,10,10_rows.csv,2,961842,66688,8280,1728
c,10,10_rows.csv,2,984136,66841,8527,2080
c,10,10_rows.csv,2,1008078,67018,8550,1536
c,10,10_rows.csv,2,1042093,64343,7881,1456
c,10,10_rows.csv,2,1054481,67120,8576,1984
c,10,10_rows.csv,2,1066876,66897,8375,1264
c,10,10_rows.csv,3,0,0,0,0
c,10,10_rows.csv,3,19217,0,0,336
c,10,10_rows.csv,3,47846,0,0,1104
c,10,10_rows.csv,3,69360,0,0,2000
c,10,10_rows.csv,3,82221,0,0,1936
c,10,10_rows.csv,3,106486,0,0,1680
c,10,10_rows.csv,3,120890,0,0,1680
c,10,10_rows.csv,3,150618,0,0,1936
c,10,10_rows.csv,3,169315,0,0,1680
c,10,10_rows.csv,3,197166,0,0,2000
c,10,10_rows.csv,3,215842,0,0,2000
c,10,10_rows.csv,3,228229,0,0,1680
c,10,10_rows.csv,3,249324,0,0,1680
c,10,10_rows.csv,3,272617,0,0,2000
c,10,10_rows.csv,3,293371,0,0,2000
c,10,10_rows.csv,3,313135,0,0,2000
c,10,10_rows.csv,3,340817,0,0,2000
c,10,10_rows.csv,3,363025,0,0,2000
c,10,10_rows.csv,3,378719,0,0,1680
c,10,10_rows.csv,3,394243,0,0,2000
c,10,10_rows.csv,3,419239,0,0,144
c,10,10_rows.csv,3,446899,3908,284,1328
c,10,10_rows.csv,3,466674,5712,408,1472
c,10,10_rows.csv,3,480082,21012,524,1488
c,10,10_rows.csv,3,500400,23538,1902,1424
c,10,10_rows.csv,3,513084,24993,2767,1456
c,10,10_rows.csv,3,542243,32418,4446,1472
c,10,10_rows.csv,3,565482,35005,5827,1344
c,10,10_rows.csv,3,584507,54881,6655,1120
c,10,10_rows.csv,3,613404,54881,6655,992
c,10,10_rows.csv,3,636966,57667,7413,1424
c,10,10_rows.csv,3,655337,57679,7425,1440
c,10,10_rows.csv,3,677149,57667,7413,1040
c,10,10_rows.csv,3,691893,57667,7413,1040
c,10,10_rows.csv,3,709288,57667,7413,1200
c,10,10_rows.csv,3,739065,57667,7413,1328
c,10,10_rows.csv,3,768702,57667,7413,992
c,10,10_rows.csv,3,783555,57679,7425,960
c,10,10_rows.csv,3,798550,57679,7425,1296
c,10,10_rows.csv,3,828187,57679,7425,960
c,10,10_rows.csv,3,847978,63491,7613,5088
c,10,10_rows.csv,3,864952,65589,7779,14320
c,10,10_rows.csv,3,879839,65372,7948,5472
c,10,10_rows.csv,3,902118,67730,8206,12144
c,10,10_rows.csv,3,916969,66223,8097,3232
c,10,10_rows.csv,3,933188,68481,8383,8000
c,10,10_rows.csv,3,946846,67451,8285,15312
c,10,10_rows.csv,3,961842,66688,8280,1728
c,10,10_rows.csv,3,984136,66841,8527,2080
c,10,10_rows.csv,3,1008078,67018,8550,1536
c,10,10_rows.csv,3,1042093,64343,7881,1456
c,10,10_rows.csv,3,1054481,67120,8576,1984
c,10,10_rows.csv,3,1066876,66897,8375,1264
c,10,10_rows.csv,4,0,0,0,0
c,10,10_rows.csv,4,19217,0,0,336
c,10,10_rows.csv,4,47846,0,0,1104
c,10,10_rows.csv,4,69360,0,0,2000
c,10,10_rows.csv,4,82221,0,0,1936
c,10,10_rows.csv,4,106486,0,0,1680
c,10,10_rows.csv,4,120890,0,0,1680
c,10,10_rows.csv,4,150618,0,0,1936
c,10,10_rows.csv,4,169315,0,0,1680
c,10,10_rows.csv,4,197166,0,0,2000
c,10,10_rows.csv,4,215842,0,0,2000
c,10,10_rows.csv,4,228229,0,0,1680
c,10,10_rows.csv,4,249324,0,0,1680
c,10,10_rows.csv,4,272617,0,0,2000
c,10,10_rows.csv,4,293371,0,0,2000
c,10,10_rows.csv,4,313135,0,0,2000
c,10,10_rows.csv,4,340817,0,0,2000
c,10,10_rows.csv,4,363025,0,0,2000
c,10,10_rows.csv,4,378719,0,0,1680
c,10,10_rows.csv,4,394243,0,0,2000
c,10,10_rows.csv,4,419239,0,0,144
c,10,10_rows.csv,4,446899,3908,284,1328
c,10,10_rows.csv,4,466674,5712,408,1472
c,10,10_rows.csv,4,480082,21012,524,1488
c,10,10_rows.csv,4,500400,23538,1902,1424
c,10,10_rows.csv,4,513084,24993,2767,1456
c,10,10_rows.csv,4,542243,32418,4446,1472
c,10,10_rows.csv,4,565482,35005,5827,1344
c,10,10_rows.csv,4,584507,54881,6655,1120
c,10,10_rows.csv,4,613404,54881,6655,992
c,10,10_rows.csv,4,636966,57667,7413,1424
c,10,10_rows.csv,4,655337,57679,7425,1440
c,10,10_rows.csv,4,677149,57667,7413,1040
c,10,10_rows.csv,4,691893,57667,7413,1040
c,10,10_rows.csv,4,709288,57667,7413,1200
c,10,10_rows.csv,4,739065,57667,7413,1328
c,10,10_rows.csv,4,768702,57667,7413,992
c,10,10_rows.csv,4,783555,57679,7425,960
c,10,10_rows.csv,4,798550,57679,7425,1296
c,10,10_rows.csv,4,828187,57679,7425,960
c,10,10_rows.csv,4,847978,63491,7613,5088
c,10,10_rows.csv,4,864952,65589,7779,14320
c,10,10_rows.csv,4,879839,65372,7948,5472
c,10,10_rows.csv,4,902118,67730,8206,12144
c,10,10_rows.csv,4,916969,66223,8097,3232
c,10,10_rows.csv,4,933188,68481,8383,8000
c,10,10_rows.csv,4,946846,67451,8285,15312
c,10,10_rows.csv,4,961842,66688,8280,1728
c,10,10_rows.csv,4,984136,66841,8527,2080
c,10,10_rows.csv,4,1008078,67018,8550,1536
c,10,10_rows.csv,4,1042093,64343,7881,1456
c,10,10_rows.csv,4,1054481,67120,8576,1984
c,10,10_rows.csv,4,1066876,66897,8375,1264
c,10,10_rows.csv,5,0,0,0,0
c,10,10_rows.csv,5,19217,0,0,336
c,10,10_rows.csv,5,47846,0,0,1104
c,10,10_rows.csv,5,69360,0,0,2000
c,10,10_rows.csv,5,82221,0,0,1936
c,10,10_rows.csv,5,106486,0,0,1680
c,10,10_rows.csv,5,120890,0,0,1680
c,10,10_rows.csv,5,150618,0,0,1936
c,10,10_rows.csv,5,169315,0,0,1680
c,10,10_rows.csv,5,197166,0,0,2000
c,10,10_rows.csv,5,215842,0,0,2000
c,10,10_rows.csv,5,228229,0,0,1680
c,10,10_rows.csv,5,249324,0,0,1680
c,10,10_rows.csv,5,272617,0,0,2000
c,10,10_rows.csv,5,293371,0,0,2000
c,10,10_rows.csv,5,313135,0,0,2000
c,10,10_rows.csv,5,340817,0,0,2000
c,10,10_rows.csv,5,363025,0,0,2000
c,10,10_rows.csv,5,378719,0,0,1680
c,10,10_rows.csv,5,394243,0,0,2000
c,10,10_rows.csv,5,419239,0,0,144
c,10,10_rows.csv,5,446899,3908,284,1328
c,10,10_rows.csv,5,466674,5712,408,1472
c,10,10_rows.csv,5,480082,21012,524,1488
c,10,10_rows.csv,5,500400,23538,1902,1424
c,10,10_rows.csv,5,513084,24993,2767,1456
c,10,10_rows.csv,5,542243,32418,4446,1472
c,10,10_rows.csv,5,565490,35006,5826,1344
c,10,10_rows.csv,5,584515,54882,6654,1120
c,10,10_rows.csv,5,613412,54882,6654,992
c,10,10_rows.csv,5,636974,57668,7412,1424
c,10,10_rows.csv,5,655345,57680,7424,1440
c,10,10_rows.csv,5,677157,57668,7412,1040
c,10,10_rows.csv,5,691901,57668,7412,1040
c,10,10_rows.csv,5,709296,57668,7412,1200
c,10,10_rows.csv,5,739073,57668,7412,1328
c,10,10_rows.csv,5,768710,57668,7412,992
c,10,10_rows.csv,5,783563,57680,7424,960
c,10,10_rows.csv,5,798558,57680,7424,1296
c,10,10_rows.csv,5,828195,57680,7424,960
c,10,10_rows.csv,5,847986,63492,7612,5088
c,10,10_rows.csv,5,864960,65590,7778,14320
c,10,10_rows.csv,5,879847,65373,7947,5472
c,10,10_rows.csv,5,902126,67731,8205,12144
c,10,10_rows.csv,5,916977,66224,8096,3232
c,10,10_rows.csv,5,933196,68482,8382,8000
c,10,10_rows.csv,5,946854,67452,8284,15312
c,10,10_rows.csv,5,961850,66689,8279,1728
c,10,10_rows.csv,5,984144,66842,8526,2080
c,10,10_rows.csv,5,1008086,67019,8549,1536
c,10,10_rows.csv,5,1042101,64344,7880,1456
c,10,10_rows.csv,5,1054489,67121,8575,1984
c,10,10_rows.csv,5,1066884,66898,8374,1264
c,10,10_rows.csv,6,0,0,0,0
c,10,10_rows.csv,6,19217,0,0,336
c,10,10_rows.csv,6,47846,0,0,1104
c,10,10_rows.csv,6,69360,0,0,2000
c,10,10_rows.csv,6,82221,0,0,1936
c,10,10_rows.csv,6,106486,0,0,1680
c,10,10_rows.csv,6,120890,0,0,1680
c,10,10_rows.csv,6,150618,0,0,1936
c,10,10_rows.csv,6,169315,0,0,1680
c,10,10_rows.csv,6,197166,0,0,2000
c,10,10_rows.csv,6,215842,0,0,2000
c,10,10_rows.csv,6,228229,0,0,1680
c,10,10_rows.csv,6,249324,0,0,1680
c,10,10_rows.csv,6,272617,0,0,2000
c,10,10_rows.csv,6,293371,0,0,2000
c,10,10_rows.csv,6,313135,0,0,2000
c,10,10_rows.csv,6,340817,0,0,2000
c,10,10_rows.csv,6,363025,0,0,2000
c,10,10_rows.csv,6,378719,0,0,1680
c,10,10_rows.csv,6,394243,0,0,2000
c,10,10_rows.csv,6,419239,0,0,144
c,10,10_rows.csv,6,446899,3908,284,1328
c,10,10_rows.csv,6,466674,5712,408,1472
c,10,10_rows.csv,6,480082,21012,524,1488
c,10,10_rows.csv,6,500400,23538,1902,1424
c,10,10_rows.csv,6,513084,24993,2767,1456
c,10,10_rows.csv,6,542243,32418,4446,1472
c,10,10_rows.csv,6,565490,35006,5826,1344
c,10,10_rows.csv,6,584515,54882,6654,1120
c,10,10_rows.csv,6,613412,54882,6654,992
c,10,10_rows.csv,6,636974,57668,7412,1424
c,10,10_rows.csv,6,655345,57680,7424,1440
c,10,10_rows.csv,6,677157,57668,7412,1040
c,10,10_rows.csv,6,691901,57668,7412,1040
c,10,10_rows.csv,6,709296,57668,7412,1200
c,10,10_rows.csv,6,739073,57668,7412,1328
c,10,10_rows.csv,6,768710,57668,7412,992
c,10,10_rows.csv,6,783563,57680,7424,960
c,10,10_rows.csv,6,798558,57680,7424,1296
c,10,10_rows.csv,6,828195,57680,7424,960
c,10,10_rows.csv,6,847986,63492,7612,5088
c,10,10_rows.csv,6,864960,65590,7778,14320
c,10,10_rows.csv,6,879847,65373,7947,5472
c,10,10_rows.csv,6,902126,67731,8205,12144
c,10,10_rows.csv,6,916977,66224,8096,3232
c,10,10_rows.csv,6,933196,68482,8382,8000
c,10,10_rows.csv,6,946854,67452,8284,15312
c,10,10_rows.csv,6,961850,66689,8279,1728
c,10,10_rows.csv,6,984144,66842,8526,2080
c,10,10_rows.csv,6,1008086,67019,8549,1536
c,10,10_rows.csv,6,1042101,64344,7880,1456
c,10,10_rows.csv,6,1054489,67121,8575,1984
c,10,10_rows.csv,6,1066884,66898,8374,1264
c,10,10_rows.csv,7,0,0,0,0
c,10,10_rows.csv,7,19217,0,0,336
c,10,10_rows.csv,7,47846,0,0,1104
c,10,10_rows.csv,7,69360,0,0,2000
c,10,10_rows.csv,7,82221,0,0,1936
c,10,10_rows.csv,7,106486,0,0,1680
c,10,10_rows.csv,7,120890,0,0,1680
c,10,10_rows.csv,7,150618,0,0,1936
c,10,10_rows.csv,7,169315,0,0,1680
c,10,10_rows.csv,7,197166,0,0,2000
c,10,10_rows.csv,7,215842,0,0,2000
c,10,10_rows.csv,7,228229,0,0,1680
c,10,10_rows.csv,7,249324,0,0,1680
c,10,10_rows.csv,7,272617,0,0,2000
c,10,10_rows.csv,7,293371,0,0,2000
c,10,10_rows.csv,7,313135,0,0,2000
c,10,10_rows.csv,7,340817,0,0,2000
c,10,10_rows.csv,7,363025,0,0,2000
c,10,10_rows.csv,7,378719,0,0,1680
c,10,10_rows.csv,7,394243,0,0,2000
c,10,10_rows.csv,7,419239,0,0,144
c,10,10_rows.csv,7,446899,3908,284,1328
c,10,10_rows.csv,7,466674,5712,408,1472
c,10,10_rows.csv,7,480082,21012,524,1488
c,10,10_rows.csv,7,500400,23538,1902,1424
c,10,10_rows.csv,7,513084,24993,2767,1456
c,10,10_rows.csv,7,542243,32418,4446,1472
c,10,10_rows.csv,7,565490,35006,5826,1344
c,10,10_rows.csv,7,584515,54882,6654,1120
c,10,10_rows.csv,7,613412,54882,6654,992
c,10,10_rows.csv,7,636974,57668,7412,1424
c,10,10_rows.csv,7,655345,57680,7424,1440
c,10,10_rows.csv,7,677157,57668,7412,1040
c,10,10_rows.csv,7,691901,57668,7412,1040
c,10,10_rows.csv,7,709296,57668,7412,1200
c,10,10_rows.csv,7,739073,57668,7412,1328
c,10,10_rows.csv,7,768710,57668,7412,992
c,10,10_rows.csv,7,783568,57680,7424,960
c,10,10_rows.csv,7,798563,57680,7424,1296
c,10,10_rows.csv,7,828200,57680,7424,960
c,10,10_rows.csv,7,847991,63492,7612,5088
c,10,10_rows.csv,7,864965,65590,7778,14320
c,10,10_rows.csv,7,879852,65373,7947,5472
c,10,10_rows.csv,7,902131,67731,8205,12144
c,10,10_rows.csv,7,916982,66224,8096,3232
c,10,10_rows.csv,7,933201,68482,8382,8000
c,10,10_rows.csv,7,946859,67452,8284,15312
c,10,10_rows.csv,7,961855,66689,8279,1728
c,10,10_rows.csv,7,984149,66842,8526,2080
c,10,10_rows.csv,7,1008091,67019,8549,1536
c,10,10_rows.csv,7,1042106,64344,7880,1456
c,10,10_rows.csv,7,1054494,67121,8575,1984
c,10,10_rows.csv,7,1066889,66898,8374,1264
c,10,10_rows.csv,8,0,0,0,0
c,10,10_rows.csv,8,19217,0,0,336
c,10,10_rows.csv,8,47846,0,0,1104
c,10,10_rows.csv,8,69360,0,0,2000
c,10,10_rows.csv,8,82221,0,0,1936
c,10,10_rows.csv,8,106486,0,0,1680
c,10,10_rows.csv,8,120890,0,0,1680
c,10,10_rows.csv,8,150618,0,0,1936
c,10,10_rows.csv,8,169315,0,0,1680
c,10,10_rows.csv,8,197166,0,0,2000
c,10,10_rows.csv,8,215842,0,0,2000
c,10,10_rows.csv,8,228229,0,0,1680
c,10,10_rows.csv,8,249324,0,0,1680
c,10,10_rows.csv,8,272617,0,0,2000
c,10,10_rows.csv,8,293371,0,0,2000
c,10,10_rows.csv,8,313135,0,0,2000
c,10,10_rows.csv,8,340817,0,0,2000
c,10,10_rows.csv,8,363025,0,0,2000
c,10,10_rows.csv,8,378719,0,0,1680
c,10,10_rows.csv,8,394243,0,0,2000
c,10,10_rows.csv,8,419239,0,0,144
c,10,10_rows.csv,8,446899,3908,284,1328
c,10,10_rows.csv,8,466674,5712,408,1472
c,10,10_rows.csv,8,480082,21012,524,1488
c,10,10_rows.csv,8,500400,23538,1902,1424
c,10,10_rows.csv,8,513084,24993,2767,1456
c,10,10_rows.csv,8,542243,32418,4446,1472
c,10,10_rows.csv,8,565490,35006,5826,1344
c,10,10_rows.csv,8,584515,54882,6654,1120
c,10,10_rows.csv,8,613412,54882,6654,992
c,10,10_rows.csv,8,636974,57668,7412,1424
c,10,10_rows.csv,8,655345,57680,7424,1440
c,10,10_rows.csv,8,677157,57668,7412,1040
c,10,10_rows.csv,8,691901,57668,7412,1040
c,10,10_rows.csv,8,709296,57668,7412,1200
c,10,10_rows.csv,8,739073,57668,7412,1328
c,10,10_rows.csv,8,768710,57668,7412,992
c,10,10_rows.csv,8,783563,57680,7424,960
c,10,10_rows.csv,8,798558,57680,7424,1296
c,10,10_rows.csv,8,828195,57680,7424,960
c,10,10_rows.csv,8,847986,63492,7612,5088
c,10,10_rows.csv,8,864960,65590,7778,14320
c,10,10_rows.csv,8,879847,65373,7947,5472
c,10,10_rows.csv,8,902126,67731,8205,12144
c,10,10_rows.csv,8,916977,66224,8096,3232
c,10,10_rows.csv,8,933196,68482,8382,8000
c,10,10_rows.csv,8,946854,67452,8284,15312
c,10,10_rows.csv,8,961850,66689,8279,1728
c,10,10_rows.csv,8,984144,66842,8526,2080
c,10,10_rows.csv,8,1008086,67019,8549,1536
c,10,10_rows.csv,8,1042101,64344,7880,1456
c,10,10_rows.csv,8,1054489,67121,8575,1984
c,10,10_rows.csv,8,1066884,66898,8374,1264
c,10,10_rows.csv,9,0,0,0,0
c,10,10_rows.csv,9,19217,0,0,336
c,10,10_rows.csv,9,47846,0,0,1104
c,10,10_rows.csv,9,69360,0,0,2000
c,10,10_rows.csv,9,82221,0,0,1936
c,10,10_rows.csv,9,106486,0,0,1680
c,10,10_rows.csv,9,120890,0,0,1680
c,10,10_rows.csv,9,150618,0,0,1936
c,10,10_rows.csv,9,169315,0,0,1680
c,10,10_rows.csv,9,197166,0,0,2000
c,10,10_rows.csv,9,215842,0,0,2000
c,10,10_rows.csv,9,228229,0,0,1680
c,10,10_rows.csv,9,249324,0,0,1680
c,10,10_rows.csv,9,272617,0,0,2000
c,10,10_rows.csv,9,293371,0,0,2000
c,10,10_rows.csv,9,313135,0,0,2000
c,10,10_rows.csv,9,340817,0,0,2000
c,10,10_rows.csv,9,363025,0,0,2000
c,10,10_rows.csv,9,378719,0,0,1680
c,10,10_rows.csv,9,394243,0,0,2000
c,10,10_rows.csv,9,419239,0,0,144
c,10,10_rows.csv,9,446899,3908,284,1328
c,10,10_rows.csv,9,466679,5712,408,1472
c,10,10_rows.csv,9,480087,21012,524,1488
c,10,10_rows.csv,9,500405,23538,1902,1424
c,10,10_rows.csv,9,513089,24993,2767,1456
c,10,10_rows.csv,9,542248,32418,4446,1472
c,10,10_rows.csv,9,565495,35006,5826,1344
c,10,10_rows.csv,9,584520,54882,6654,1120
c,10,10_rows.csv,9,613417,54882,6654,992
c,10,10_rows.csv,9,636979,57668,7412,1424
c,10,10_rows.csv,9,655350,57680,7424,1440
c,10,10_rows.csv,9,677162,57668,7412,1040
c,10,10_rows.csv,9,691906,57668,7412,1040
c,10,10_rows.csv,9,709301,57668,7412,1200
c,10,10_rows.csv,9,739078,57668,7412,1328
c,10,10_rows.csv,9,768715,57668,7412,992
c,10,10_rows.csv,9,783568,57680,7424,960
c,10,10_rows.csv,9,798563,57680,7424,1296
c,10,10_rows.csv,9,828200,57680,7424,960
c,10,10_rows.csv,9,847991,63492,7612,5088
c,10,10_rows.csv,9,864965,65590,7778,14320
c,10,10_rows.csv,9,879852,65373,7947,5472
c,10,10_rows.csv,9,902131,67731,8205,12144
c,10,10_rows.csv,9,916982,66224,8096,3232
c,10,10_rows.csv,9,933201,68482,8382,8000
c,10,10_rows.csv,9,946859,67452,8284,15312
c,10,10_rows.csv,9,961855,66689,8279,1728
c,10,10_rows.csv,9,984149,66842,8526,2080
c,10,10_rows.csv,9,1008091,67019,8549,1536
c,10,10_rows.csv,9,1042106,64344,7880,1456
c,10,10_rows.csv,9,1054494,67121,8575,1984
c,10,10_rows.csv,9,1066889,66898,8374,1264
c,10,10_rows.csv,10,0,0,0,0
c,10,10_rows.csv,10,19217,0,0,336
c,10,10_rows.csv,10,47846,0,0,1104
c,10,10_rows.csv,10,69360,0,0,2000
c,10,10_rows.csv,10,82221,0,0,1936
c,10,10_rows.csv,10,106486,0,0,1680
c,10,10_rows.csv,10,120890,0,0,1680
c,10,10_rows.csv,10,150618,0,0,1936
c,10,10_rows.csv,10,169315,0,0,1680
c,10,10_rows.csv,10,197166,0,0,2000
c,10,10_rows.csv,10,215842,0,0,2000
c,10,10_rows.csv,10,228229,0,0,1680
c,10,10_rows.csv,10,249324,0,0,1680
c,10,10_rows.csv,10,272617,0,0,2000
c,10,10_rows.csv,10,293371,0,0,2000
c,10,10_rows.csv,10,313135,0,0,2000
c,10,10_rows.csv,10,340817,0,0,2000
c,10,10_rows.csv,10,363025,0,0,2000
c,10,10_rows.csv,10,378719,0,0,1680
c,10,10_rows.csv,10,394243,0,0,2000
c,10,10_rows.csv,10,419239,0,0,144
c,10,10_rows.csv,10,446899,3908,284,1328
c,10,10_rows.csv,10,466674,5712,408,1472
c,10,10_rows.csv,10,480082,21012,524,1488
c,10,10_rows.csv,10,500400,23538,1902,1424
c,10,10_rows.csv,10,513084,24993,2767,1456
c,10,10_rows.csv,10,542243,32418,4446,1472
c,10,10_rows.csv,10,565490,35006,5826,1344
c,10,10_rows.csv,10,584515,54882,6654,1120
c,10,10_rows.csv,10,613412,54882,6654,992
c,10,10_rows.csv,10,636974,57668,7412,1424
c,10,10_rows.csv,10,655345,57680,7424,1440
c,10,10_rows.csv,10,677157,57668,7412,1040
c,10,10_rows.csv,10,691901,57668,7412,1040
